id,question,reference_answer,generated_answer,non_hallucination_probability,hallucination_probability,actual_label,semantic_entropy,normalized_entropy,semantic_consistency,semantic_hallucination_score,number_of_clusters,largest_cluster_ratio,unique_answer_count
134,Who is the Greek God of wine?,Dionysus,Dionysus,0.11562870705887274,0.8843712929411273,0,0.0,0.0,1.0,0.0,1,1.0,1
135,"Chequers, the Prime Minister's country residence, is in which English county?",Buckinghamshire,Buckinghamshire,0.11637934762101154,0.8836206523789885,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
136,"""Who is most likely to perform a """"pas de deux""""?""",Ballet dancer,Dancers,0.38219432086562355,0.6178056791343765,1,0.0,0.0,1.0,0.0,1,1.0,1
137,Which American General later President won the Battle of Horseshoe Bend?,ANDREW JACKSON,Andrew Jackson,0.6116795321304083,0.3883204678695918,0,0.0,0.0,1.0,0.0,1,1.0,1
138,Which amendment to the U.S. Constitution ended slavery?,13th,Thirteenth Amendment,0.5176664234182047,0.4823335765817954,1,0.0,0.0,1.0,0.0,1,1.0,1
139,Who played Nick Fury in the made for TV movie of the same name?,David Hasselhoff,Samuel L. Jackson,0.34109803050541754,0.6589019694945825,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
140,Who was the first female singer with two UK million selling singles?,CELINE DION,Shirley Bassey,0.01457477554537534,0.9854252244546247,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
141,In which sport did Dave Prowse ('Darth Vader') represent England at the 1962 Commonwealth Games?,WEIGHTLIFTING,Rugby,0.1030768407798418,0.8969231592201582,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
142,What was the original UK name of the chocolate bar which de-anglicised its name in 2006?,Dime,Kit KAT,0.02069359262393311,0.9793064073760669,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
143,Whirligig and Longhorn are types of which creature?,BEETLE,Butterflies,0.3878905126000436,0.6121094873999564,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
144,"Pearl Roundabout was the scene of political protests during 2011, in which country is it?",Bahrain,Bahrain,0.6459268931526868,0.3540731068473132,0,0.0,0.0,1.0,0.0,1,1.0,1
145,The Costa Smeralda (or Emerald Coast) is a feature of which Mediterranean island?,SARDINIA,Sardinia,0.4216718887425598,0.5783281112574402,0,0.0,0.0,1.0,0.0,1,1.0,1
146,Who was the mother of King Henry VI of England ?,CATHERINE OF VALOIS,Margaret of Anjou,0.6137266842142284,0.3862733157857716,1,0.0,0.0,1.0,0.0,1,1.0,1
147,Which French king was the husband of Marie Antoinette?,King Louis XVI,Louis XVI,0.49132889671717206,0.5086711032828279,1,0.0,0.0,1.0,0.0,1,1.0,1
148,"""""""The Last Man In Europe"""" was the working title of which novel?""",1984,The Night of the Scorpion,0.0821624462843118,0.9178375537156882,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
149,Tataouine in Tunisia was the setting for many scenes in the movies of which blockbuster franchise?,Star Wars franchise,Mad Max franchise,0.020820815801037562,0.9791791841989624,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
150,Edward Fairfax Rochester is a character in which 19th century novel?,JANE EYRE,Jane Eyre,0.6909082177489252,0.3090917822510748,0,0.0,0.0,1.0,0.0,1,1.0,1
151,The Inverted Jenny depicts an upside down plane and is worth almost a million dollars. What is it?,a Stamp,Postage stamp,0.13611863604412533,0.8638813639558747,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,4
152,What is the name of the wizard who runs the Hogwarts School of Witchcraft and Wizardry in the Harry Potter books and films?,Dumbledore,Albus Dumbledore,0.2952783527605185,0.7047216472394815,1,0.0,0.0,1.0,0.0,1,1.0,1
153,Newport on the Isle of Wight stands on which river?,The Medina,River Medina,0.2299030915423642,0.7700969084576358,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
154,"Officially designated the M9, what was the unofficial name of the shoulder fired rocket deployed by US soldiers during WWII?",Bazooka,Bazooka,0.041684267832939215,0.9583157321670608,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
155,"What is claimed to be the fastest bird in level flight, (though its record is in dispute from supporters of the White-throated Needletail)?",Red-breasted Merganser,White-throated Needletail,0.026763303846807807,0.9732366961531922,1,0.0,0.0,1.0,0.0,1,1.0,1
156,Who along with Philips developed the CD in the late 70s?,Sony,Sony,0.0405254490373711,0.9594745509626289,0,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
157,"Shrimps, barnacles, scorpions, spiders, etc., all belong to which phylum?",Arthropods,Arthropoda,0.8269574937959275,0.1730425062040725,1,0.0,0.0,1.0,0.0,1,1.0,1
158,Colomba Pasquale (or Easter Dove) is a traditional Easter cake which originated from which country?,Italy,Italy,0.43075879024093866,0.5692412097590613,0,0.0,0.0,1.0,0.0,1,1.0,1
159,Who wrote the play Arms and the Man?,GEORGE BERNARD SHAW,George Bernard Shaw,0.6902291752976142,0.30977082470238587,0,0.0,0.0,1.0,0.0,1,1.0,1
160,"""The first rule of fight club is you do not talk about fight club"". What is the second rule?",You DO NOT talk about Fight Club!,None,0.01369391711238932,0.9863060828876107,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
161,What is the chemical symbol for sodium,Na,Na,0.21218406575919702,0.787815934240803,0,0.0,0.0,1.0,0.0,1,1.0,1
162,What type of creature is a lumpsucker?,Fish,Fish,0.2329997740432287,0.7670002259567713,0,0.0,0.0,1.0,0.0,1,1.0,1
163,In which sport is the Uber Cup presented?,Badminton,Badminton,0.7928098977554145,0.20719010224458542,0,0.0,0.0,1.0,0.0,1,1.0,1
164,"In humans, the right lung is divided into how many lobes?",Three,3,0.6496090384689407,0.3503909615310593,1,0.0,0.0,1.0,0.0,1,1.0,1
165,Harrisburg is the capital of which US state?,Pennsylvania,Pennsylvania,0.2571044035185329,0.7428955964814671,0,0.0,0.0,1.0,0.0,1,1.0,1
166,"Vanessa Vankorn represented Thailand in a skiing event at the 2014 Winter Olympic Games, under what professional name is she better known?",Vanessa-Mae,Vankorn,0.08197452355637747,0.9180254764436225,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,3
167,Which was the first National Park in the United States of America?,YELLOWSTONE,Yellowstone National Park,0.5911193602025994,0.40888063979740064,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
168,Which English city is the setting for the film 'East Is East'?,SALFORD,Birmingham,0.36518895006037866,0.6348110499396213,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
169,What city was the sewerage system built by Sir Joseph Bazalgette in the late 19th century designed to serve?,"London, UK",London,0.46793611809214486,0.5320638819078551,1,0.0,0.0,1.0,0.0,1,1.0,1
170,What is the currency of Malaysia?,RINGGIT,Ringgit,0.4095628994531916,0.5904371005468084,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
171,How are Felix Ungar and Oscar Madison described in the title of a play by Neil Simon?,THE ODD COUPLE,mismatched,0.11108616964351192,0.8889138303564881,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
172,In which town or city is the University of Abertay?,Dundee,Dundee,0.6539261495671695,0.3460738504328305,0,0.0,0.0,1.0,0.0,1,1.0,1
173,Where do littoral creatures live?,Shoreline,littoral,0.23975443830429755,0.7602455616957025,1,0.0,0.0,1.0,0.0,1,1.0,1
174,"What is Niccolo Machiavelli's famously fascinating book on the art of political leadership, published in 1532?",The Prince,The Prince,0.389347494176582,0.610652505823418,0,0.0,0.0,1.0,0.0,1,1.0,1
175,"""What novel, alternatively entitled """"There and Back Again"""", is a fantasy novel by J R R Tolkien, published in September 1937?""",The Hobbit,The Lord of the Rings,0.5733694394165005,0.4266305605834994,1,0.0,0.0,1.0,0.0,1,1.0,1
176,"In Scotland, Burns Night is celebrated during which month of the year?",January,January,0.1270892013602375,0.8729107986397625,0,0.0,0.0,1.0,0.0,1,1.0,1
177,Mary Anne Evans was the real name of which famous novelist?,GEORGE ELIOT,George Eliot,0.6114231529969025,0.38857684700309747,0,0.0,0.0,1.0,0.0,1,1.0,1
178,What is the common name for a lepidoptera pupa and its silky cocoon?,Chrysalis,silk worm,0.0909963417366555,0.9090036582633445,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,3
179,Which artist painted a portrait of Sir Winston Churchill that was later destroyed by Lady Churchill?,GRAHAM SUTHERLAND,Francis Bacon,0.08928217411903816,0.9107178258809618,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
180,Who was chairman of the Watergate hearings?,Sam Ervin,Sam J. Ervin Jr.,0.0685503806450416,0.9314496193549584,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
181,“When You Wish Upon a Star” was recorded for what classic Disney film?,Pinocchio,Pinocchio,0.6463075538194563,0.35369244618054374,0,0.0,0.0,1.0,0.0,1,1.0,1
182,Which Prime Minister signed the Common Market membership treaty?,EDWARD HEATH,Jacques Delors,0.2782755444777114,0.7217244555222886,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
183,Of Mice And Men is a novel by which American novelist?,John Steinbeck,John Steinbeck,0.5162282242121519,0.4837717757878482,0,0.0,0.0,1.0,0.0,1,1.0,1
184,In which year was the Panama Canal opened?,1914,1914,0.7882349412138103,0.21176505878618967,0,0.0,0.0,1.0,0.0,1,1.0,1
185,"Where, 25 miles West of Knoxville, Tennessee, was an Atomic Bomb Research Station set up in 1942?",Oak Ridge,Y-12,0.40156475209890563,0.5984352479010944,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,3
186,Which country lies between Zimbabwe and the sea,Mozambique,Mozambique,0.7692065949747089,0.23079340502529108,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
187,"Serbian Pule cheese, said to be the world's most expensive is made from the milk of what animal",Donkey,goat,0.3064197086222973,0.6935802913777027,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
188,Hamelin is on which river?,Weser,Ems,0.0065574921925620755,0.9934425078074379,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
189,Henrietta Maria was the French wife of which British monarch?,King Charles I,Charles I,0.47273166195004956,0.5272683380499504,1,0.0,0.0,1.0,0.0,1,1.0,1
190,With which athletics field event is Jan Zelezny associated?,Javelin,high jump,0.07789713468137949,0.9221028653186205,1,0.0,0.0,1.0,0.0,1,1.0,1
191,What is the name of the effect that deflects winds and currents as a result of the Earth's rotation?,The Coriolus Effect,Coriolis effect,0.5800202072677108,0.4199797927322893,1,0.0,0.0,1.0,0.0,1,1.0,1
192,"""In which Shakespeare comedy does 'Theseus' speak the opening line: """"Now fair Hippolyta, our nuptial hour draws apace""""?""",'A MIDSUMMER NIGHT'S DREAM',A Midsummer Night's Dream,0.5595911620167924,0.44040883798320757,0,0.0,0.0,1.0,0.0,1,1.0,1
193,William Howard Russell became famous as what during the Crimean War?,War Correspondent,war correspondent,0.5738282858968095,0.42617171410319055,0,0.0,0.0,1.0,0.0,1,1.0,1
194,The global collection of what is stored in a vault in Svalbard on the Norwegian island of Spitsbergen?,Seeds,DNA,0.560294460722436,0.439705539277564,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
195,Which Scottish loch is the largest in area?,Loch Lomond,Loch Lomond,0.6445499177444575,0.35545008225554253,0,0.0,0.0,1.0,0.0,1,1.0,1
196,"What is the surname of Aleksandr, the chief meerkat in the comparethemarket.com ads?",Orlov,Meerkat,0.1263588166432429,0.8736411833567571,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
197,"What Swiss psychologist conceived 'extraversion' and 'introversion', and personality tendencies of intuition, sensing, feeling and thinking?",Carl Jung,Carl Jung,0.3197694996871253,0.6802305003128747,0,0.0,0.0,1.0,0.0,1,1.0,1
198,"""In the USA between 1852 and 1883, who were Reelfoot Williams, Tom Bell, Rattlesnake Dick and Charles Bolles (a.k.a. """"Black Bart"""")?""",Stagecoach robbers,Outlaws,0.3312070080392173,0.6687929919607827,1,0.0,0.0,1.0,0.0,1,1.0,1
199,"In 2003, which planet passed 55.76 million km from earth, the closest since the Stone Age?",Mars,Mars,0.5342982626267199,0.46570173737328013,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
200,Six of the world's top ten highest waterfalls are in which country?,NORWAY,Nepal,0.07880747093894724,0.9211925290610528,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
201,What was the name for a form of stencil duplicator used for making numerous copies of a document?,Mimeograph,Photocopier,0.08669885990977944,0.9133011400902206,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,4
202,What links the ship Dr Crippen was caught on in 1910 and a coastal resort town in Scotland?,Montrose,Loch Lomond,0.02820501043079071,0.9717949895692093,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
203,Which pair of time travellers declared Joan of Arc was the wife of Noah?,Bill and Ted,Boudicca and Vortigern,0.04199286156369675,0.9580071384363033,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
204,In which sea is the Great Barrier Reef?,Coral Sea,Indian Ocean,0.07084828404921839,0.9291517159507816,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
205,"Which large-flowered plant is named after Paeon/Paean, Greek god of medicine and healing?",Peony,Paeonia,0.5958222744247332,0.4041777255752667,1,0.0,0.0,1.0,0.0,1,1.0,1
206,In which American state is Martha's Vineyard,Massachusetts,Massachusetts,0.48241084580540106,0.5175891541945989,0,0.0,0.0,1.0,0.0,1,1.0,1
207,the Naked Civil Servant starred which character?.,Quentin Crisp,Tom Hardy,0.0439754984462869,0.9560245015537131,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
208,Rugby league. Which European Super League team are known as the ‘Giants’?,Huddersfield,Hull Kingston Rovers,0.03424839614606723,0.9657516038539328,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
209,Who was the beautiful sister of the twins Castor and Pollux and mother to Hermione?,Helen of Troy,Helena,0.42871396642382,0.57128603357618,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
210,"What disease claimed the life of notorious American gangster, Al Capone?",SYPHILIS,Hepatitis C,0.6163523696761208,0.3836476303238792,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
211,"In the sitcom Terry and June, what was the title characters surname?",Medford,June Toogood,0.05271059402637368,0.9472894059736263,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
212,"Also known as mother's ruin, which alcoholic drink is distilled from juniper berries?",Gin,Gin,0.6115666494731695,0.38843335052683053,0,0.0,0.0,1.0,0.0,1,1.0,1
213,"Which BAFTA award winning British drama series follows the work of a group of MI5 intelligence officers based at the service's Thames House headquarters, in a highly secure suite of offices known as 'The Grid'?",'SPOOKS',The Bridge,0.21375747401074396,0.786242525989256,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
214,On what material was the Mona Lisa painted?,Poplar Wood,Canvas,0.169839693854131,0.830160306145869,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
215,Which astronomer proposed the theory of the expanding universe?,Edwin Hubble,Edwin Hubble,0.3078571308947873,0.6921428691052127,0,0.0,0.0,1.0,0.0,1,1.0,1
216,What nation is scheduled to host the 2022 World Cup?,Qatar,Qatar,0.11362371600912646,0.8863762839908735,0,0.0,0.0,1.0,0.0,1,1.0,1
217,Who was the Republican candidate who lost the Presidential election to Barack Obama in 2012?,Mitt Romney,John McCain,0.519465930462575,0.4805340695374249,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
218,Which type of spaniel takes its name from a stately home in Nottinghamshire?,Clumber,Clumber Spaniel,0.17510919767336497,0.824890802326635,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
219,"Which island in the Inner Hebrides became a burial place for several kings of Scotland, Ireland and Norway?",IONA,Eigg,0.1600740231757556,0.8399259768242444,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
220,"""During World War II, in north Africa, who was known as """"The Desert Fox""""?""",Erwin Rommel,Rommel,0.5237441138229554,0.4762558861770446,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
221,"Which scientist was the first, in 1888, to demonstrate the existence of electromagnetic waves?",(Heinrich Rudolf) HERTZ,Heinrich Hertz,0.10119311967373379,0.8988068803262662,1,0.0,0.0,1.0,0.0,1,1.0,1
222,"""Who hosted the travel programmes """"Around the World in 80 Days"""" (1989), """"Pole to Pole"""" (1992), """"Full Circle"""" (1997), and """"Hemingway Adventure"""" (1999)?""",Michael Palin,Bill Compton,0.066087657600305,0.933912342399695,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
223,"""What best-selling book was orginally a work of """"Twilight"""" fan fiction?""",Fifty Shades of Grey,Forks Above All,0.09778071556602774,0.9022192844339723,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
224,What is the worlds most common blood type?,Type O,O+,0.008982366681463128,0.9910176333185369,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
225,Which constellation features on the flag of Papua New Guinea?,Southern Cross,HAWKINS,0.050517939648252796,0.9494820603517472,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
226,Which Canadian/American novelist won the Nobel Prize for Literature in 1976?,SAUL BELLOW,Saul Bellow,0.264769121058518,0.735230878941482,0,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
227,‘Duck and dive’ represents which number in the game of Bingo?,25,Five,0.26921906601965184,0.7307809339803482,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
228,In which Asian country is the resort of Pattaya?,Thailand,Thailand,0.47109020609807095,0.528909793901929,0,0.0,0.0,1.0,0.0,1,1.0,1
229,How many players are on the court in a korfball team?,Eight,7,0.600820783146834,0.39917921685316604,1,0.0,0.0,1.0,0.0,1,1.0,1
230,Who succeeded Trajan as Roman Emperor in 117 AD,Hadrian,Hadrian,0.4514013047868446,0.5485986952131554,0,0.0,0.0,1.0,0.0,1,1.0,2
231,Which former ‘TOWIE’ star thought that Ebola virus was the name of a pop group?,AMY CHILDS,Tanya Wright,0.04523301689311665,0.9547669831068833,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
232,Which country ended its combat role in Iraq on 1 June 2008 with the withdrawal of its 500 troops from Nasiriyah?,Australia,United States,0.4985571092163439,0.5014428907836561,1,0.0,0.0,1.0,0.0,1,1.0,1
233,"Which country is bordered by Georgia to the north, Turkey to the west and Azerbaijan to the east?",ARMENIA,Azerbaijan,0.5985558790953376,0.4014441209046624,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
234,The Jigsaw Serial Killer is a fictional character in which series of horror films?,Saw,The Texas Chainsaw Massacre series,0.08399536148380549,0.9160046385161945,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
235,Who was captain of the England men's cricket team during the 2015 One Day International World Cup?,Eoin) MORGAN,Eoin Morgan,0.12818901563304796,0.871810984366952,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
236,What number Star Trek movie was called The Wrath of Khan?,II,5th,0.6812937105873683,0.3187062894126317,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
237,Where is the volcano Olympus Mons?,On Mars,Mars,0.7418024482463577,0.25819755175364234,1,0.0,0.0,1.0,0.0,1,1.0,1
238,What is the name of the Government laboratory at the centre of the outbreak of foot and mouth disease in 2007?,PIRBRIGHT,Pirbright Institute,0.5504738147084053,0.4495261852915947,1,0.0,0.0,1.0,0.0,1,1.0,1
239,"Medicine: What is a patient suffering from, based on the following description - Partial or complete blockage of a blood vessel by a blood clot?",THROMBOSIS,Thrombosis,0.556214013971136,0.44378598602886404,0,0.0,0.0,1.0,0.0,1,1.0,1
240,"Which European country is often referred to as ‘The Hexagon’,  because of its geometric shape?",France,France,0.6076239236781649,0.3923760763218352,0,0.0,0.0,1.0,0.0,1,1.0,1
241,Which is the only letter of the alphabet that does not appear in the name of any of the states of America?,Q,Z,0.13610044989195325,0.8638995501080468,1,0.0,0.0,1.0,0.0,1,1.0,1
242,What is the symbol for a fifth wedding anniversary?,Wood,V,0.30227696302076035,0.6977230369792397,1,0.0,0.0,1.0,0.0,1,1.0,1
243,In which US state did Bill Gates found Microsoft in April 1975?,New Mexico,Washington,0.5096751944219169,0.49032480557808306,1,0.0,0.0,1.0,0.0,1,1.0,2
244,Who became Vice-President of the USA in December 1973?,Gerald Ford,Gerald Ford,0.5080844183592237,0.49191558164077626,0,0.0,0.0,1.0,0.0,1,1.0,1
245,Which 80s sitcom starred Penelope Wilton as Ann Bryce and Peter Egan as Paul Ryman?,EVER DECREASING CIRCLES,Perfect Strangers,0.02280778753686008,0.9771922124631399,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
246,"July 2, 1961 saw Nobel Prize winner Ernest Hemingway commit suicide at his farm in Ketchum in what state?",Idaho,Florida,0.5493720935254991,0.4506279064745009,1,0.0,0.0,1.0,0.0,1,1.0,1
247,'II Dolce' refers to what in an Italian restaurant?,Dessert,dessert,0.2770622410266257,0.7229377589733743,0,0.0,0.0,1.0,0.0,1,1.0,1
248,Who was the 'father of medicine' to whom a code of medical ethics is attributed and which bears his name?,Hippocrates,Hippocrates,0.5401336024809742,0.45986639751902575,0,0.0,0.0,1.0,0.0,1,1.0,2
249,Which planet when discovered was originally called the Georgian planet?,URANUS,Uranus,0.5679217278644767,0.4320782721355233,0,0.0,0.0,1.0,0.0,1,1.0,1
250,Which North Sea port lies at the mouth of the Riyer Esk?,WHITBY,Scrabster,0.020623434427837206,0.9793765655721628,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
251,The American Football Super Bowl final in 2012 is branded by what Roman numerals?,XLVI,XLII,0.26486783018270843,0.7351321698172916,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
252,Goat Fell is the name of hole number 8 on the Ailsa Course at which Open Championship Golf venue?,TURNBERRY,St Andrews,0.14194184836857138,0.8580581516314286,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
253,Sabena Airlines was the national airline of which European country 1923 – 2001?,Belguim,Belgium,0.31922798016006826,0.6807720198399317,1,0.0,0.0,1.0,0.0,1,1.0,1
254,Cardinal Richelieu served as chief minister to which French king?,LOUIS XIII,Louis XIII,0.00938612124140148,0.9906138787585985,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
255,The National Motor Museum is in which English county?,Hampshire,Devon,0.2165741724469452,0.7834258275530548,1,0.0,0.0,1.0,0.0,1,1.0,1
256,Which aircraft company manufactured the Spitfire?,Supermarine,Rolls-Royce,0.05135581304156722,0.9486441869584328,1,0.0,0.0,1.0,0.0,1,1.0,1
257,Yellowstone National Park is located in which US state?,Wyoming,Wyoming,0.6274724183156737,0.3725275816843263,0,0.0,0.0,1.0,0.0,1,1.0,1
258,"In November, which film (full title) broke UK box office records; Biggest 3-day opening, biggest single day in ticket sales and biggest Friday, Saturday & Sunday openings?",Harry Potter and the Deathly Hallows: Part 1,Paddington 2,0.1681574912539644,0.8318425087460356,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
259,Tavel and Hermitage wines are produced in which French wine growing area?,RHONE VALLEY,Rhône Valley,0.37620585436570897,0.623794145634291,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
260,What famous building did John Nash rebuild in 1825?,Buckingham Palace,The Houses of Parliament,0.05288113859558785,0.9471188614044121,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
261,Sastrugi are parallel wave-like ridges caused by winds on the surface of what?,Snow,Snow,0.006995118244755072,0.9930048817552449,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
262,"""What Arabic word means """"struggle"""" but is often interpreted as """"Holy War""""?""",Jihad,Jihad,0.5194176734371667,0.48058232656283323,0,0.0,0.0,1.0,0.0,1,1.0,1
263,"In the human body, a set of well-developed abdominal muscles is known as a ‘What’…pack’?",Six,Abdominal pack,0.6172788374501317,0.38272116254986827,1,0.0,0.0,1.0,0.0,1,1.0,1
264,Which city hosted the 2010 Paralympic Games?,Vancouver,Beijing,0.211360534003728,0.788639465996272,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
265,"Which river rises in the Massif Centrale, flows north and east to enter the Bay of Biscay at St. Nazaire?",LOIRE,Dordogne,0.25113328468004525,0.7488667153199547,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
266,Which clothing fabric is named after a town in southern France?,Denim,Ventil,0.008668307636223394,0.9913316923637766,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
267,Thermodynamics is the study of what?,Heat,Thermodynamics is the study of energy and its transformations.,0.7333268014372762,0.26667319856272376,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
268,What is the scientific name for the tube connecting the mouth with the stomach?,Oesophagus,Esophagus,0.523242167012915,0.476757832987085,1,0.0,0.0,1.0,0.0,1,1.0,1
269,What name is given to the external set of floral leaves or sepals in a flower?,Calyx,Calyx,0.45811142448602615,0.5418885755139738,0,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
270,Which Irish author was Sir Henry Irving's business manager?,Bram Stoker,George Bernard Shaw,0.2821888551508489,0.7178111448491511,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
271,"At a French McDonald's, what would they call a quarter pounder with cheese?",Royal Cheese,Quatorze-onze croc-en-jeu avec fromage,0.019102780529891228,0.9808972194701088,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
272,The metric prefix femto is shown as ten to the power of minus what?,15,-15,0.0364869755033328,0.9635130244966672,0,0.0,0.0,1.0,0.0,1,1.0,1
273,Petrography is the study of what?,Rocks,Petrography is the study of rocks.,0.898556197466583,0.10144380253341703,1,0.0,0.0,1.0,0.0,1,1.0,1
274,Roger Moore first played James Bond in which film?,Live and Let Die,Live and Let Die,0.46435022492070976,0.5356497750792902,0,0.0,0.0,1.0,0.0,1,1.0,1
275,A two-wheeled self-powered and self-balancing vehilce unveiled in 2001 is called what?,Segway,Segway,0.01663346599018456,0.9833665340098154,0,0.0,0.0,1.0,0.0,1,1.0,1
276,"""""""Hale knew before he had been in Brighton three hours that they meant to murder him..."""" are the opening words to which Graham Greene novel?""",Brighton Rock,The Thin Red Line,0.16168052669119715,0.8383194733088029,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
